# 楽曲ソース (タブ区切り)。列: ブランドタグ / 曲名 / 歌唱 / 初出日 / 初出
# ここに一覧をそのまま貼り足して `node scripts/build-songs.mjs` を実行すると data/songs.csv が再生成される。
# ブランドタグ: GKM=学マス SYC=シャニ SdM=SideM MIL/MILR=ミリオン CIN=デレ 765 876 VLV 961 合同 ETC
[MIL]	BOUNCING♪ SMILE!	(ソロ)大神環	2014/11/26	LTH06
[MIL]	初恋バタフライ	(ソロ)宮尾美也	2014/11/26	LTH06
[MIL]	フローズン・ワード	(ソロ)所恵美	2014/11/26	LTH06
[MIL]	ホントウノワタシ	(ソロ)田中琴葉	2014/11/26	LTH06
[MIL]	Birth of Color	(UNIT)BIRTH	2015/01/28	LTH07
[MIL]	WORLD WIDE DANCE!!!	(ソロ)菊地真	2015/01/28	LTH07
[MIL]	ユニゾン☆ビート	(ソロ)舞浜歩	2015/01/28	LTH07
[MIL]	月のほとりで	(ソロ)三浦あずさ	2015/01/28	LTH07
[MIL]	Impervious Resolution	(ソロ)萩原雪歩	2015/01/28	LTH07
[MIL]	おまじない	(ソロ)矢吹可奈	2015/01/28	LTH07
[MIL]	ドリームトラベラー	(UNIT)ミックスナッツ	2015/01/28	LTH08
[MIL]	SUPER SIZE LOVE!!	(ソロ)佐竹美奈子	2015/01/28	LTH08
[MIL]	アニマル☆ステイション！	(ソロ)中谷育	2015/01/28	LTH08
[MIL]	りんごのマーチ	(ソロ)木下ひなた	2015/01/28	LTH08
[MIL]	WOW! I NEED!! 〜シンギングモンキー 歌唱拳〜	(ソロ)双海真美	2015/01/28	LTH08
[MIL]	水中キャンディ	(ソロ)馬場このみ	2015/01/28	LTH08
[MIL]	星屑のシンフォニア	(UNIT)ミルキーウェイ	2015/03/25	LTH09
[MIL]	FAKE SELF×TRUE SELF	(ソロ)星井美希	2015/03/25	LTH09
[MIL]	恋の音色ライン	(ソロ)二階堂千鶴	2015/03/25	LTH09
[MIL]	Day After “Yesterday”	(ソロ)永吉昴	2015/03/25	LTH09
[MIL]	鳥籠スクリプチュア	(ソロ)天空橋朋花	2015/03/25	LTH09
[MIL]	vivid color	(ソロ)高山紗代子	2015/03/25	LTH09
[MIL]	STANDING ALIVE	(UNIT)ARRIVE	2015/03/25	LTH10
[MIL]	ファンタジスタ・カーニバル	(ソロ)島原エレナ	2015/03/25	LTH10
[MIL]	WHY?	(ソロ)百瀬莉緒	2015/03/25	LTH10
[MIL]	STEREOPHONIC ISOTONIC	(ソロ)ロコ	2015/03/25	LTH10
[MIL]	addicted	(ソロ)四条貴音	2015/03/25	LTH10
[MIL]	夕風のメロディー	(ソロ)篠宮可憐	2015/03/25	LTH10
[MIL]	Dreaming!	(全体曲)	2015/07/19	MOIW2日目
[MIL]	ハルカナミライ	(LTD)春香,未来	2015/10/28	LTD02
[MIL]	成長Chu→LOVER!!	(LTD)杏奈,百合子	2015/10/28	LTD02
[MIL]	エスケープ	(LTD)ジュリア,恵美	2015/10/28	LTD02
[MIL]	Eternal Spiral	(LTD)やよい,可奈	2015/10/28	LTD02
[MIL]	piece of cake	(LTD)麗花,志保	2015/10/28	LTD02
[MIL]	アライブファクター	(LTD)千早,静香	2015/12/02	LTD03
[MIL]	Persona Voice	(LTD)千鶴,雪歩	2015/12/02	LTD03
[MIL]	Cut. Cut. Cut.	(LTD)桃子,瑞希	2015/12/02	LTD03
[MIL]	Smiling Crescent	(LTD)星梨花,美也	2015/12/02	LTD03
[MIL]	Decided	(LTD)まつり,このみ	2015/12/02	LTD03
[MIL]	深層マーメイド	(LTD)翼,響	2015/12/23	LTD04
[MIL]	HELLO, YOUR ANGEL♪	(LTD)朋花,育	2015/12/23	LTD04
[MIL]	G♡F	(LTD)律子,可憐	2015/12/23	LTD04
[MIL]	little trip around the world	(LTD)エミリー,伊織	2015/12/23	LTD04
[MIL]	Melody in scape	(LTD)美奈子,紗代子	2015/12/23	LTD04
[MIL]	アイル	(ソロ)伊吹翼	2016/01/12	ゲッサン3巻
[MIL]	”Your” HOME TOWN	(LTD)ひなた,亜美	2016/01/27	LTD05
[MIL]	fruity love	(LTD)茜,ロコ	2016/01/27	LTD05
[MIL]	夜に輝く星座のように	(LTD)亜利沙,奈緒	2016/01/27	LTD05
[MIL]	秘密のメモリーズ	(LTD)貴音,風花	2016/01/27	LTD05
[MIL]	たしかな足跡	(LTD)あずさ,莉緒	2016/01/27	LTD05
[MIL]	Understand? Understand!	(LTD)海美,琴葉	2016/03/23	LTD06
[MIL]	ジャングル☆パーティー	(LTD)環,真美	2016/03/23	LTD06
[MIL]	Beat the World!!!	(LTD)真,歩	2016/03/23	LTD06
[MIL]	Emergence Vibe	(LTD)エレナ,美希	2016/03/23	LTD06
[MIL]	Dreamscape	(LTD)昴,のり子	2016/03/23	LTD06
[MIL]	Flooding	(UNIT)クレシェンドブルー	2016/07/12	ゲッサン4巻
[MIL]	創造は始まりの風を連れて	(TA01)百合子,朋花,星梨花,亜利沙,ロコ	2016/09/07	TA01
[MIL]	DIAMOND DAYS	共通曲(キャスティング企画)	2016/09/07	TA01
